,rateCareerOpportunities,rateCompensation_Benefits,rateCultureValues,rateGeneralView,rateOpinionAboutManagement,rateWorklifeBalance,rateCeoApproval,ratePositiveBusinessView,rateRecommendToFriend,NombreEmpresa,codigo_pais,sub_region
1955,2.0,1.0,5.0,1.0,1.0,2.0,2.0,3.0,2.0,Adaptit SA,ZA,Sub-Saharan Africa
1956,4.0,2.0,5.0,4.0,3.0,5.0,1.0,1.0,1.0,Adaptit SA,ZA,Sub-Saharan Africa
1957,5.0,3.0,5.0,4.0,5.0,5.0,3.0,2.0,1.0,Adaptit SA,ZA,Sub-Saharan Africa
1958,4.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,Adaptit SA,ZA,Sub-Saharan Africa
1959,4.0,5.0,5.0,5.0,4.0,5.0,1.0,2.0,1.0,BookMyHouse,IN,Southern Asia
1960,4.0,3.0,4.0,5.0,4.0,3.0,3.0,1.0,1.0,Intuitive Systems,MY,South-eastern Asia
1961,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,Intuitive Systems,MY,South-eastern Asia
1962,2.0,3.0,4.0,2.0,3.0,1.0,3.0,2.0,1.0,Intuitive Systems,MY,South-eastern Asia
1963,2.0,4.0,2.0,3.0,4.0,2.0,3.0,1.0,1.0,Intuitive Systems,MY,South-eastern Asia
1964,4.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,KENBUN IT,DE,Western Europe
1965,1.0,3.0,2.0,2.0,1.0,3.0,0.0,0.0,2.0,KENBUN IT,DE,Western Europe
1966,1.0,5.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,KENBUN IT,DE,Western Europe
1967,1.0,4.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,KENBUN IT,DE,Western Europe
1968,4.0,3.0,5.0,5.0,4.0,4.0,3.0,2.0,1.0,Globant,GB,Northern Europe
1969,4.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,Globant,GB,Northern Europe
1970,1.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,Globant,GB,Northern Europe
1971,2.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,Globant,GB,Northern Europe
1972,3.0,4.0,4.0,3.0,3.0,4.0,0.0,0.0,0.0,Globant,GB,Northern Europe
1973,4.0,3.0,5.0,4.0,4.0,5.0,3.0,0.0,1.0,AWeber,US,Northern America
1974,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,AWeber,US,Northern America
1975,4.0,4.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,RGA Associates,HK,Eastern Asia
1976,5.0,5.0,5.0,5.0,0.0,5.0,0.0,0.0,1.0,RGA Associates,HK,Eastern Asia
1977,4.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,RGA Associates,HK,Eastern Asia
1978,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,RGA Associates,HK,Eastern Asia
1979,5.0,4.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,Zensar Technologies,ZA,Sub-Saharan Africa
1980,3.0,2.0,4.0,3.0,1.0,5.0,2.0,3.0,2.0,Zensar Technologies,ZA,Sub-Saharan Africa
1981,4.0,4.0,5.0,4.0,4.0,5.0,0.0,1.0,1.0,Zoxima,IN,Southern Asia
1982,3.0,5.0,4.0,5.0,2.0,5.0,1.0,1.0,1.0,Zoxima,IN,Southern Asia
1983,2.0,3.0,2.0,2.0,1.0,3.0,0.0,2.0,2.0,Zoxima,IN,Southern Asia
1984,5.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,Grafdom,AE,Western Asia
1985,4.0,2.0,3.0,3.0,4.0,4.0,0.0,1.0,1.0,Grafdom,AE,Western Asia
1986,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,Detecon,AT,Western Europe
1987,2.0,4.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,VESCON,DE,Western Europe
1988,3.0,3.0,2.0,4.0,3.0,4.0,0.0,2.0,1.0,VESCON,DE,Western Europe
1989,2.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,Stora Enso,SE,Northern Europe
1990,5.0,2.0,4.0,5.0,0.0,4.0,0.0,0.0,1.0,Lone Star Legal Aid,US,Northern America
1991,4.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,Lone Star Legal Aid,US,Northern America
1992,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,Lone Star Legal Aid,US,Northern America
1993,5.0,3.0,5.0,4.0,4.0,4.0,3.0,1.0,1.0,Lone Star Legal Aid,US,Northern America
1994,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,Lone Star Legal Aid,US,Northern America
1995,4.0,3.0,3.0,4.0,3.0,5.0,0.0,3.0,2.0,Impactsearch,NL,Western Europe
1996,4.0,5.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,Impactsearch,NL,Western Europe
1997,5.0,5.0,5.0,5.0,4.0,3.0,0.0,1.0,1.0,Impactsearch,NL,Western Europe
1998,0.0,5.0,4.0,5.0,0.0,3.0,0.0,0.0,0.0,Impactsearch,NL,Western Europe
1999,5.0,4.0,5.0,5.0,3.0,3.0,3.0,1.0,1.0,British Columbia Investment Management Corporation,CA,Northern America
2000,4.0,5.0,4.0,5.0,5.0,4.0,3.0,1.0,1.0,British Columbia Investment Management Corporation,CA,Northern America
2001,4.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,1.0,British Columbia Investment Management Corporation,CA,Northern America
2002,4.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,1.0,British Columbia Investment Management Corporation,CA,Northern America
2003,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,British Columbia Investment Management Corporation,CA,Northern America
2004,4.0,4.0,4.0,5.0,4.0,5.0,1.0,1.0,1.0,Zyoin,IN,Southern Asia
2005,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,Zyoin,IN,Southern Asia
2006,2.0,5.0,4.0,3.0,2.0,5.0,3.0,2.0,1.0,Zyoin,IN,Southern Asia
2007,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Zyoin,IN,Southern Asia
2008,5.0,5.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,Loyalty Point,PL,Eastern Europe
2009,5.0,3.0,4.0,5.0,5.0,5.0,0.0,1.0,1.0,Audela (Canada),CA,Northern America
2010,2.0,3.0,4.0,4.0,4.0,4.0,0.0,1.0,1.0,Audela (Canada),CA,Northern America
2011,5.0,5.0,4.0,5.0,5.0,5.0,0.0,1.0,1.0,Audela (Canada),CA,Northern America
2012,3.0,4.0,4.0,5.0,4.0,4.0,1.0,1.0,1.0,EXSPORT,ID,South-eastern Asia
2013,5.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,Broadgate Search,IE,Northern Europe
2014,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Broadgate Search,IE,Northern Europe
2015,5.0,4.0,4.0,5.0,4.0,4.0,1.0,0.0,1.0,Successive Software,IN,Southern Asia
2016,5.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Successive Software,IN,Southern Asia
2017,5.0,3.0,4.0,5.0,3.0,4.0,1.0,1.0,1.0,Successive Software,IN,Southern Asia
2018,5.0,4.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,Successive Software,IN,Southern Asia
2019,3.0,5.0,4.0,4.0,4.0,5.0,0.0,2.0,1.0,ALMAG Aluminum,CA,Northern America
2020,4.0,4.0,5.0,5.0,4.0,5.0,0.0,1.0,1.0,CLEEVEN,FR,Western Europe
2021,5.0,4.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,CLEEVEN,FR,Western Europe
2022,5.0,5.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,CLEEVEN,FR,Western Europe
2023,4.0,5.0,2.0,3.0,2.0,2.0,0.0,2.0,2.0,CLEEVEN,FR,Western Europe
2024,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,CLEEVEN,FR,Western Europe
2025,3.0,4.0,4.0,4.0,5.0,5.0,0.0,1.0,1.0,Astra Credit Companies,ID,South-eastern Asia
2026,5.0,3.0,3.0,4.0,3.0,2.0,0.0,2.0,1.0,Astra Credit Companies,ID,South-eastern Asia
2027,4.0,3.0,5.0,4.0,3.0,4.0,0.0,1.0,1.0,Astra Credit Companies,ID,South-eastern Asia
2028,4.0,4.0,0.0,4.0,3.0,3.0,0.0,1.0,1.0,Astra Credit Companies,ID,South-eastern Asia
2029,3.0,5.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,Farelogix,US,Northern America
2030,5.0,5.0,5.0,5.0,4.0,5.0,3.0,1.0,1.0,Farelogix,US,Northern America
2031,3.0,4.0,5.0,5.0,4.0,2.0,1.0,1.0,1.0,Farelogix,US,Northern America
2032,3.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,Vibal Publishing House,PH,South-eastern Asia
2033,3.0,3.0,4.0,3.0,3.0,4.0,0.0,2.0,1.0,Vibal Publishing House,PH,South-eastern Asia
2034,4.0,3.0,4.0,4.0,3.0,3.0,0.0,2.0,1.0,Vibal Publishing House,PH,South-eastern Asia
2035,5.0,4.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,Basil Verticals,SG,South-eastern Asia
2036,5.0,5.0,5.0,5.0,4.0,5.0,3.0,1.0,1.0,Mount Saint Vincent University,CA,Northern America
2037,3.0,5.0,3.0,3.0,3.0,4.0,0.0,1.0,1.0,Mount Saint Vincent University,CA,Northern America
2038,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,Mount Saint Vincent University,CA,Northern America
2039,5.0,4.0,4.0,5.0,5.0,4.0,0.0,0.0,1.0,Mount Saint Vincent University,CA,Northern America
2040,4.0,3.0,4.0,4.0,3.0,4.0,0.0,1.0,1.0,eCloudChain,IN,Southern Asia
2041,4.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,eCloudChain,IN,Southern Asia
2042,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,eCloudChain,IN,Southern Asia
2043,5.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,eCloudChain,IN,Southern Asia
2044,5.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,Bayatree Infocom,IN,Southern Asia
2045,3.0,5.0,5.0,4.0,4.0,5.0,3.0,1.0,1.0,Bayatree Infocom,IN,Southern Asia
2046,3.0,5.0,5.0,4.0,4.0,5.0,1.0,1.0,1.0,Bayatree Infocom,IN,Southern Asia
2047,4.0,4.0,5.0,5.0,4.0,4.0,1.0,2.0,1.0,Bayatree Infocom,IN,Southern Asia
2048,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,Bayatree Infocom,IN,Southern Asia
2049,0.0,5.0,5.0,5.0,0.0,5.0,0.0,1.0,1.0,Quooker,NL,Western Europe
2050,4.0,3.0,2.0,3.0,2.0,3.0,2.0,0.0,2.0,Quooker,NL,Western Europe
2051,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Quooker,NL,Western Europe
2052,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,Quooker,NL,Western Europe
2053,3.0,2.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,Nederlandse Spoorwegen,NL,Western Europe
2054,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,Nederlandse Spoorwegen,NL,Western Europe
2055,4.0,4.0,4.0,5.0,2.0,5.0,1.0,0.0,1.0,Olive Tree,SG,South-eastern Asia
2056,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,Olive Tree,SG,South-eastern Asia
2057,4.0,4.0,5.0,3.0,2.0,5.0,1.0,1.0,1.0,Olive Tree,SG,South-eastern Asia
2058,3.0,4.0,4.0,4.0,3.0,4.0,1.0,0.0,0.0,Olive Tree,SG,South-eastern Asia
2059,4.0,4.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,Olive Tree,SG,South-eastern Asia
2060,4.0,4.0,3.0,5.0,3.0,3.0,1.0,2.0,1.0,Young Financials,NL,Western Europe
2061,4.0,3.0,5.0,3.0,1.0,2.0,3.0,1.0,2.0,Young Financials,NL,Western Europe
2062,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,Young Financials,NL,Western Europe
2063,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Young Financials,NL,Western Europe
2064,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Young Financials,NL,Western Europe
2065,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,Candidate Connect,ZA,Sub-Saharan Africa
2066,4.0,4.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,Candidate Connect,ZA,Sub-Saharan Africa
2067,3.0,4.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,Candidate Connect,ZA,Sub-Saharan Africa
2068,4.0,5.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,CPI Research & Services,IN,Southern Asia
2069,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,CPI Research & Services,IN,Southern Asia
2070,4.0,3.0,4.0,4.0,2.0,5.0,1.0,1.0,1.0,CPI Research & Services,IN,Southern Asia
2071,5.0,4.0,4.0,5.0,4.0,4.0,1.0,1.0,1.0,Joris Ide,BE,Western Europe
2072,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,Joris Ide,BE,Western Europe
2073,4.0,2.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,Joris Ide,BE,Western Europe
2074,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,Joris Ide,BE,Western Europe
2075,5.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Nextt,AU,Australia and New Zealand
2076,4.0,4.0,4.0,5.0,3.0,5.0,3.0,2.0,1.0,Nextt,AU,Australia and New Zealand
2077,2.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,Nextt,AU,Australia and New Zealand
2078,4.0,5.0,4.0,4.0,5.0,5.0,1.0,1.0,1.0,Genius Consultants,IN,Southern Asia
2079,3.0,3.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,Genius Consultants,IN,Southern Asia
2080,3.0,5.0,4.0,4.0,3.0,5.0,1.0,1.0,1.0,Genius Consultants,IN,Southern Asia
2081,3.0,2.0,1.0,3.0,2.0,4.0,3.0,2.0,1.0,Hopjump,US,Northern America
2082,2.0,3.0,3.0,3.0,3.0,5.0,0.0,0.0,1.0,Hopjump,US,Northern America
2083,5.0,5.0,5.0,5.0,4.0,3.0,1.0,0.0,1.0,OmegaLambdaTec,DE,Western Europe
2084,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,OmegaLambdaTec,DE,Western Europe
2085,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,OmegaLambdaTec,DE,Western Europe
2086,3.0,4.0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,OmegaLambdaTec,DE,Western Europe
2087,1.0,4.0,4.0,3.0,1.0,4.0,2.0,3.0,2.0,OmegaLambdaTec,DE,Western Europe
2088,1.0,4.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,Technical Development Corporation,DK,Northern Europe
2089,4.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,GreenFlex,FR,Western Europe
2090,3.0,5.0,3.0,4.0,3.0,4.0,3.0,0.0,1.0,GreenFlex,FR,Western Europe
2091,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,GreenFlex,FR,Western Europe
2092,4.0,4.0,4.0,5.0,4.0,3.0,1.0,0.0,1.0,GreenFlex,FR,Western Europe
2093,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,Kiroyan Partners,ID,South-eastern Asia
2094,2.0,2.0,1.0,5.0,1.0,5.0,0.0,2.0,2.0,Kiroyan Partners,ID,South-eastern Asia
2095,4.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,Kiroyan Partners,ID,South-eastern Asia
2096,4.0,4.0,5.0,4.0,4.0,3.0,0.0,1.0,1.0,Kiroyan Partners,ID,South-eastern Asia
2097,0.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,1.0,NIBC,NL,Western Europe
2098,4.0,5.0,5.0,4.0,4.0,5.0,3.0,1.0,1.0,ARESTES,ES,Southern Europe
2099,1.0,2.0,4.0,2.0,3.0,5.0,0.0,1.0,0.0,ARESTES,ES,Southern Europe
2100,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,ARESTES,ES,Southern Europe
2101,3.0,4.0,4.0,4.0,2.0,4.0,1.0,1.0,1.0,ARESTES,ES,Southern Europe
2102,5.0,4.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,HealthcareSource,US,Northern America
2103,5.0,4.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,Mattel,MX,Latin America and the Caribbean
2104,4.0,4.0,3.0,2.0,1.0,4.0,0.0,2.0,2.0,Mattel,MX,Latin America and the Caribbean
2105,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,1.0,Mattel,MX,Latin America and the Caribbean
2106,5.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,Groupe Mutuel,CH,Western Europe
2107,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Groupe Mutuel,CH,Western Europe
2108,2.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,Groupe Mutuel,CH,Western Europe
2109,4.0,4.0,4.0,4.0,2.0,5.0,1.0,1.0,1.0,Groupe Mutuel,CH,Western Europe
2110,4.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,Quantum World Technologies,US,Northern America
2111,2.0,4.0,3.0,3.0,3.0,5.0,3.0,2.0,1.0,myPOS World,BG,Eastern Europe
2112,1.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,myPOS World,BG,Eastern Europe
2113,3.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,myPOS World,BG,Eastern Europe
2114,2.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,myPOS World,BG,Eastern Europe
2115,3.0,2.0,3.0,2.0,1.0,5.0,0.0,0.0,1.0,MatchMovePay,IN,Southern Asia
2116,1.0,2.0,4.0,4.0,5.0,5.0,0.0,1.0,1.0,MatchMovePay,IN,Southern Asia
2117,3.0,3.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,MatchMovePay,IN,Southern Asia
2118,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,BlazeClan Technologies,CA,Northern America
2119,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,1.0,BlazeClan Technologies,CA,Northern America
2120,5.0,4.0,5.0,4.0,5.0,5.0,1.0,1.0,1.0,Brightwave Consulting,NL,Western Europe
2121,4.0,5.0,5.0,4.0,3.0,5.0,3.0,1.0,1.0,Brightwave Consulting,NL,Western Europe
2122,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,Brightwave Consulting,NL,Western Europe
2123,4.0,3.0,5.0,4.0,4.0,5.0,3.0,1.0,1.0,Brightwave Consulting,NL,Western Europe
2124,3.0,2.0,3.0,4.0,3.0,4.0,3.0,0.0,1.0,Brightwave Consulting,NL,Western Europe
2125,4.0,4.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,Hammond Street Developments,AU,Australia and New Zealand
2126,3.0,1.0,4.0,2.0,1.0,2.0,0.0,3.0,2.0,Hammond Street Developments,AU,Australia and New Zealand
2127,2.0,1.0,2.0,2.0,1.0,4.0,2.0,3.0,2.0,Hammond Street Developments,AU,Australia and New Zealand
2128,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,2.0,Gramener,IN,Southern Asia
2129,2.0,3.0,4.0,4.0,3.0,4.0,0.0,0.0,0.0,Clarifai,US,Northern America
2130,4.0,3.0,4.0,4.0,3.0,3.0,0.0,0.0,0.0,Clarifai,US,Northern America
2131,4.0,4.0,3.0,4.0,2.0,4.0,0.0,1.0,1.0,Clarifai,US,Northern America
2132,3.0,3.0,3.0,3.0,4.0,5.0,1.0,2.0,1.0,Clarifai,US,Northern America
2133,2.0,3.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,Clarifai,US,Northern America
2134,2.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,0.0,Ai Palette,SG,South-eastern Asia
2135,2.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,0.0,Ai Palette,IN,Southern Asia
2136,4.0,4.0,4.0,4.0,3.0,5.0,2.0,1.0,1.0,iGen Payment Systems,PH,South-eastern Asia
2137,5.0,4.0,4.0,5.0,3.0,5.0,1.0,1.0,1.0,iGen Payment Systems,PH,South-eastern Asia
2138,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,TIER,DE,Western Europe
2139,3.0,3.0,5.0,5.0,3.0,5.0,0.0,2.0,1.0,Bond Brand Loyalty,CA,Northern America
2140,4.0,4.0,4.0,4.0,5.0,3.0,3.0,1.0,1.0,Bond Brand Loyalty,CA,Northern America
2141,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Bond Brand Loyalty,CA,Northern America
2142,4.0,3.0,3.0,5.0,4.0,4.0,3.0,1.0,1.0,Pirelli,IT,Southern Europe
2143,5.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,Pirelli,IT,Southern Europe
2144,3.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,Pirelli,IT,Southern Europe
2145,4.0,1.0,1.0,2.0,1.0,2.0,0.0,3.0,2.0,Optix Solutions(Taiwan),HK,Eastern Asia
2146,5.0,5.0,4.0,5.0,4.0,5.0,1.0,1.0,1.0,Legal & General America,US,Northern America
2147,4.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,1.0,Legal & General America,US,Northern America
2148,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,Legal & General America,US,Northern America
2149,1.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,Legal & General America,US,Northern America
2150,5.0,5.0,5.0,4.0,5.0,4.0,1.0,1.0,1.0,Travelers,US,Northern America
2151,4.0,4.0,5.0,5.0,4.0,3.0,1.0,1.0,1.0,Travelers,US,Northern America
2152,5.0,2.0,5.0,4.0,5.0,4.0,3.0,1.0,1.0,Travelers,US,Northern America
2153,5.0,4.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,Travelers,US,Northern America
2154,4.0,4.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,Chevy Chase Bank,PH,South-eastern Asia
2155,3.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,Chevy Chase Bank,PH,South-eastern Asia
2156,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,Chevy Chase Bank,PH,South-eastern Asia
2157,3.0,4.0,3.0,4.0,4.0,3.0,0.0,0.0,1.0,OPTIMA Vitamia,IT,Southern Europe
2158,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Qualitas Technologies,IN,Southern Asia
2159,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Qualitas Technologies,IN,Southern Asia
2160,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,Qualitas Technologies,IN,Southern Asia
2161,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Innefu Labs Pvt,IN,Southern Asia
2162,5.0,4.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,Innefu Labs Pvt,IN,Southern Asia
2163,5.0,3.0,5.0,3.0,5.0,3.0,1.0,1.0,1.0,Innefu Labs Pvt,IN,Southern Asia
2164,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Innefu Labs Pvt,IN,Southern Asia
2165,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,1.0,Innefu Labs Pvt,IN,Southern Asia
2166,4.0,5.0,5.0,5.0,4.0,3.0,1.0,1.0,1.0,Mubadala,AE,Western Asia
2167,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Mubadala,AE,Western Asia
2168,5.0,5.0,4.0,5.0,5.0,3.0,1.0,1.0,1.0,Mubadala,AE,Western Asia
2169,4.0,5.0,5.0,4.0,3.0,3.0,0.0,1.0,1.0,Mubadala,AE,Western Asia
2170,5.0,3.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,RAC,AU,Australia and New Zealand
2171,4.0,3.0,4.0,4.0,5.0,5.0,1.0,1.0,1.0,RAC,AU,Australia and New Zealand
2172,3.0,0.0,3.0,4.0,0.0,5.0,0.0,0.0,1.0,RAC,AU,Australia and New Zealand
2173,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,AssetMark,US,Northern America
2174,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,AssetMark,US,Northern America
2175,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,AssetMark,US,Northern America
2176,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,AssetMark,US,Northern America
2177,3.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,Sorint.Lab,IT,Southern Europe
2178,3.0,4.0,3.0,4.0,3.0,4.0,0.0,1.0,1.0,Sorint.Lab,IT,Southern Europe
2179,1.0,3.0,3.0,3.0,2.0,2.0,0.0,1.0,1.0,Sorint.Lab,IT,Southern Europe
2180,1.0,2.0,2.0,1.0,1.0,2.0,0.0,3.0,2.0,Sorint.Lab,IT,Southern Europe
2181,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Collector Bank,SE,Northern Europe
2182,3.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,Collector Bank,SE,Northern Europe
2183,5.0,5.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,Collector Bank,SE,Northern Europe
2184,5.0,5.0,5.0,5.0,5.0,4.0,0.0,1.0,1.0,Chama The App,NL,Western Europe
2185,3.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,1.0,Catalina,FR,Western Europe
2186,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,Catalina,FR,Western Europe
2187,1.0,3.0,2.0,1.0,1.0,4.0,0.0,3.0,2.0,Catalina,FR,Western Europe
2188,4.0,3.0,4.0,4.0,5.0,4.0,1.0,2.0,1.0,Catalina,FR,Western Europe
2189,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,Casepoint,IN,Southern Asia
2190,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,Casepoint,IN,Southern Asia
2191,5.0,5.0,5.0,5.0,3.0,3.0,0.0,1.0,1.0,Casepoint,IN,Southern Asia
2192,5.0,3.0,3.0,5.0,3.0,5.0,0.0,0.0,0.0,DCK,GB,Northern Europe
2193,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,DCK,GB,Northern Europe
2194,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,DCK,GB,Northern Europe
2195,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,2.0,DCK,GB,Northern Europe
2196,4.0,4.0,3.0,5.0,5.0,5.0,1.0,1.0,1.0,Payvision,NL,Western Europe
2197,2.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,Payvision,NL,Western Europe
2198,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Payvision,NL,Western Europe
