,salario,NombreEmpresa,modalidad,Plataforma,Fecha,salary.country.currency.currencyCode,PuestoTrabajo,pais,codigo_pais,sub_region
15994,42716.0,Accenture,presencial,glassdoor,2019-11-06,GBP,data analyst,Ireland,IE,Northern Europe
15995,44061.0,Hewlett Packard Enterprise | HPE,presencial,glassdoor,2019-11-05,GBP,data analyst,Ireland,IE,Northern Europe
15996,117390.0,Accenture,presencial,glassdoor,2019-11-07,GBP,data analyst,Ireland,IE,Northern Europe
15997,117508.0,Accenture,presencial,glassdoor,2019-10-14,GBP,data analyst,Ireland,IE,Northern Europe
15998,145887.0,Majorel,presencial,glassdoor,2019-11-06,,data analyst,Ireland,IE,Northern Europe
15999,31641.0,TikTok,presencial,glassdoor,2019-09-17,GBP,data analyst,Ireland,IE,Northern Europe
16000,50237.0,Majorel,presencial,glassdoor,2019-11-06,,data analyst,Ireland,IE,Northern Europe
16001,52073.0,MSD,presencial,glassdoor,2019-11-08,GBP,data analyst,Ireland,IE,Northern Europe
16002,49127.0,Facebook,presencial,glassdoor,2019-11-05,GBP,data engineer,Ireland,IE,Northern Europe
16003,104507.0,UnitedHealth Group,presencial,glassdoor,2019-11-05,GBP,data engineer,Ireland,IE,Northern Europe
16004,99919.0,UnitedHealth Group,presencial,glassdoor,2019-11-07,GBP,data engineer,Ireland,IE,Northern Europe
16005,19584.0,UnitedHealth Group,presencial,glassdoor,2019-11-07,GBP,data engineer,Ireland,IE,Northern Europe
16006,121097.0,Primark,presencial,glassdoor,2019-10-30,GBP,data engineer,Ireland,IE,Northern Europe
16007,125331.0,UnitedHealth Group,presencial,glassdoor,2019-10-22,GBP,data engineer,Ireland,IE,Northern Europe
16008,13708.0,Pontoon Solutions,presencial,glassdoor,2019-10-18,GBP,data engineer,Ireland,IE,Northern Europe
16009,54134.0,UnitedHealth Group,presencial,glassdoor,2019-11-05,GBP,data engineer,Ireland,IE,Northern Europe
16010,28563.0,Reperio Human Capital,presencial,glassdoor,2019-10-22,GBP,data engineer,Ireland,IE,Northern Europe
16011,27706.0,Facebook,presencial,glassdoor,2019-10-29,GBP,data engineer,Ireland,IE,Northern Europe
16012,127446.0,Pontoon Solutions,presencial,glassdoor,2019-10-18,GBP,data engineer,Ireland,IE,Northern Europe
16013,41112.0,Novartis,presencial,glassdoor,2019-10-31,GBP,data scientist,Ireland,IE,Northern Europe
16014,47322.0,Microsoft,presencial,glassdoor,2019-10-31,GBP,data scientist,Ireland,IE,Northern Europe
16015,48851.0,Citi,presencial,glassdoor,2019-11-02,GBP,data scientist,Ireland,IE,Northern Europe
16016,108343.0,Novartis,presencial,glassdoor,2019-11-04,GBP,data scientist,Ireland,IE,Northern Europe
16017,99776.0,Novartis,presencial,glassdoor,2019-11-05,GBP,data scientist,Ireland,IE,Northern Europe
16018,19315.0,Novartis,presencial,glassdoor,2019-11-05,GBP,data scientist,Ireland,IE,Northern Europe
16019,42198.0,Novartis,presencial,glassdoor,2019-11-06,GBP,data scientist,Ireland,IE,Northern Europe
16020,117047.0,IT Search,presencial,glassdoor,2019-11-04,,data scientist,Ireland,IE,Northern Europe
16021,138409.0,Novartis,presencial,glassdoor,2019-11-06,GBP,data scientist,Ireland,IE,Northern Europe
16022,88400.0,UnitedHealth Group,presencial,glassdoor,2019-11-04,GBP,data scientist,Ireland,IE,Northern Europe
16023,7500.0,Apple,presencial,glassdoor,2019-10-14,GBP,data scientist,Ireland,IE,Northern Europe
16024,7019.0,Reperio Human Capital,presencial,glassdoor,2019-10-24,GBP,data scientist,Ireland,IE,Northern Europe
16025,11927.0,IT Search,presencial,glassdoor,2019-11-04,,data scientist,Ireland,IE,Northern Europe
16026,140584.0,Novartis,presencial,glassdoor,2019-11-04,GBP,data scientist,Ireland,IE,Northern Europe
16027,121572.0,Novartis,presencial,glassdoor,2019-11-07,GBP,data scientist,Ireland,IE,Northern Europe
16028,33029.0,IT Search,presencial,glassdoor,2019-11-04,,data scientist,Ireland,IE,Northern Europe
16029,130841.0,Novartis,presencial,glassdoor,2019-10-31,GBP,data scientist,Ireland,IE,Northern Europe
16030,91398.0,Novartis,presencial,glassdoor,2019-11-06,GBP,data scientist,Ireland,IE,Northern Europe
16031,98660.0,Novartis,presencial,glassdoor,2019-11-04,GBP,data scientist,Ireland,IE,Northern Europe
16032,127809.0,Novartis,presencial,glassdoor,2019-11-07,GBP,data scientist,Ireland,IE,Northern Europe
16033,35986.0,Novartis,presencial,glassdoor,2019-11-05,GBP,data scientist,Ireland,IE,Northern Europe
16034,38794.0,Novartis,presencial,glassdoor,2019-11-05,GBP,data scientist,Ireland,IE,Northern Europe
16035,78960.0,Facebook,presencial,glassdoor,2019-10-16,GBP,data scientist,Ireland,IE,Northern Europe
16036,57215.0,Novartis,presencial,glassdoor,2019-11-05,GBP,data scientist,Ireland,IE,Northern Europe
16037,92346.0,Reperio Human Capital,presencial,glassdoor,2019-10-03,GBP,data scientist,Ireland,IE,Northern Europe
16038,86089.0,Novartis,presencial,glassdoor,2019-10-31,GBP,data scientist,Ireland,IE,Northern Europe
16039,86183.0,Novartis,presencial,glassdoor,2019-11-07,GBP,data scientist,Ireland,IE,Northern Europe
16040,7685.0,epunkt,presencial,glassdoor,2019-11-08,,data analyst,Austria,AT,Western Europe
16041,12677.0,IKOR (Germany),presencial,glassdoor,2019-11-06,,data analyst,Austria,AT,Western Europe
16042,17569.0,Medieninhaber und Herausgeber Sportradar Media Services,presencial,glassdoor,2019-10-17,,data analyst,Austria,AT,Western Europe
16043,87573.0,GRASS,presencial,glassdoor,2019-10-14,,data analyst,Austria,AT,Western Europe
16044,87951.0,ILF Consulting Engineers,presencial,glassdoor,2019-10-30,,data analyst,Austria,AT,Western Europe
16045,8364.0,MP Corporate Finance,presencial,glassdoor,2019-10-30,,data analyst,Austria,AT,Western Europe
16046,77756.0,KPMG,presencial,glassdoor,2019-10-22,GBP,data analyst,Austria,AT,Western Europe
16047,77803.0,SpeedInvest,presencial,glassdoor,2019-11-07,,data analyst,Austria,AT,Western Europe
16048,106146.0,Hays,presencial,glassdoor,2019-10-16,GBP,data analyst,Austria,AT,Western Europe
16049,106221.0,ACP Holding Österreich,presencial,glassdoor,2019-10-30,,data analyst,Austria,AT,Western Europe
16050,133965.0,SEC Consult Unternehmensberatung,presencial,glassdoor,2019-10-28,,data analyst,Austria,AT,Western Europe
16051,134060.0,Hydro,presencial,glassdoor,2019-11-01,GBP,data analyst,Austria,AT,Western Europe
16052,62069.0,Court Square,presencial,glassdoor,2019-11-04,,data analyst,Austria,AT,Western Europe
16053,62388.0,KPMG,presencial,glassdoor,2019-10-16,GBP,data analyst,Austria,AT,Western Europe
16054,81453.0,Kommunalkredit Austria,presencial,glassdoor,2019-11-08,,data analyst,Austria,AT,Western Europe
16055,82442.0,One Earth Future Foundation,presencial,glassdoor,2019-10-14,,data analyst,Austria,AT,Western Europe
16056,101702.0,Experis,presencial,glassdoor,2019-10-25,GBP,data analyst,Austria,AT,Western Europe
16057,78020.0,epunkt,presencial,glassdoor,2019-10-30,,data analyst,Austria,AT,Western Europe
16058,80196.0,OeKB,presencial,glassdoor,2019-10-31,,data analyst,Austria,AT,Western Europe
16059,87230.0,Raiffeisen Informatik,presencial,glassdoor,2019-11-01,,data analyst,Austria,AT,Western Europe
16060,13058.0,Amhsoft,presencial,glassdoor,2019-10-17,,data analyst,Austria,AT,Western Europe
16061,108192.0,Energie Steiermark,presencial,glassdoor,2019-10-28,,data analyst,Austria,AT,Western Europe
16062,117989.0,Erste Group,presencial,glassdoor,2019-10-29,GBP,data analyst,Austria,AT,Western Europe
16063,75953.0,Hays,presencial,glassdoor,2019-11-08,GBP,data analyst,Austria,AT,Western Europe
16064,99962.0,Erste Group,presencial,glassdoor,2019-10-22,GBP,data analyst,Austria,AT,Western Europe
16065,14371.0,SpeedInvest,presencial,glassdoor,2019-10-23,,data analyst,Austria,AT,Western Europe
16066,14385.0,HEROLD,presencial,glassdoor,2019-10-21,,data analyst,Austria,AT,Western Europe
16067,70126.0,IKOR (Germany),presencial,glassdoor,2019-10-22,,data analyst,Austria,AT,Western Europe
16068,86236.0,LHi Group,presencial,glassdoor,2019-10-18,GBP,data analyst,Austria,AT,Western Europe
16069,86420.0,ACTIVE SOLUTION,presencial,glassdoor,2019-10-25,,data analyst,Austria,AT,Western Europe
16070,5580.0,MIC Customs Solutions,presencial,glassdoor,2019-10-21,,data analyst,Austria,AT,Western Europe
16071,35505.0,Amhsoft,presencial,glassdoor,2019-10-17,,data analyst,Austria,AT,Western Europe
16072,35665.0,EFS Unternehmensberatung,presencial,glassdoor,2019-10-29,,data analyst,Austria,AT,Western Europe
16073,42230.0,Sclable Business Solutions,presencial,glassdoor,2019-10-30,,data analyst,Austria,AT,Western Europe
16074,42314.0,Deloitte,presencial,glassdoor,2019-11-08,GBP,data analyst,Austria,AT,Western Europe
16075,42397.0,DXC Technology,presencial,glassdoor,2019-10-31,GBP,data analyst,Austria,AT,Western Europe
16076,139723.0,Trusted Decisions,presencial,glassdoor,2019-10-17,,data analyst,Austria,AT,Western Europe
16077,75064.0,SEC Consult Unternehmensberatung,presencial,glassdoor,2019-10-28,,data analyst,Austria,AT,Western Europe
16078,97544.0,One Earth Future Foundation,presencial,glassdoor,2019-10-22,,data analyst,Austria,AT,Western Europe
16079,99440.0,ÖBB,presencial,glassdoor,2019-10-30,,data analyst,Austria,AT,Western Europe
16080,145554.0,Porsche Holding,presencial,glassdoor,2019-10-21,,data analyst,Austria,AT,Western Europe
16081,94931.0,DXC Technology,presencial,glassdoor,2019-10-31,GBP,data analyst,Austria,AT,Western Europe
16082,116983.0,UNIQA,presencial,glassdoor,2019-10-17,,data analyst,Austria,AT,Western Europe
16083,124975.0,Unisys,presencial,glassdoor,2019-11-07,GBP,data analyst,Austria,AT,Western Europe
16084,139271.0,epunkt,presencial,glassdoor,2019-11-04,,data analyst,Austria,AT,Western Europe
16085,108902.0,Erste Group,presencial,glassdoor,2019-10-21,GBP,data analyst,Austria,AT,Western Europe
16086,132377.0,epunkt,presencial,glassdoor,2019-10-25,,data analyst,Austria,AT,Western Europe
16087,115468.0,epunkt,presencial,glassdoor,2019-11-07,,data analyst,Austria,AT,Western Europe
16088,125324.0,Exeter Premedia Services,presencial,glassdoor,2019-10-30,,data analyst,Austria,AT,Western Europe
16089,125373.0,Sberbank,presencial,glassdoor,2019-10-28,GBP,data analyst,Austria,AT,Western Europe
16090,138379.0,Deloitte,presencial,glassdoor,2019-10-17,GBP,data analyst,Austria,AT,Western Europe
16091,47092.0,Virtual Identity,presencial,glassdoor,2019-10-22,,data analyst,Austria,AT,Western Europe
16092,88424.0,BAWAG P.S.K.,presencial,glassdoor,2019-11-06,GBP,data analyst,Austria,AT,Western Europe
16093,88444.0,Raiffeisen International,presencial,glassdoor,2019-11-01,,data analyst,Austria,AT,Western Europe
16094,13782.0,UNITO Versand & Dienstleistungen,presencial,glassdoor,2019-10-30,,data analyst,Austria,AT,Western Europe
16095,21709.0,Erste Group,presencial,glassdoor,2019-10-31,GBP,data analyst,Austria,AT,Western Europe
16096,17156.0,UNIQA,presencial,glassdoor,2019-10-23,,data analyst,Austria,AT,Western Europe
16097,17434.0,ÖBB,presencial,glassdoor,2019-10-27,,data analyst,Austria,AT,Western Europe
16098,20215.0,UNIQA,presencial,glassdoor,2019-11-01,,data analyst,Austria,AT,Western Europe
16099,20309.0,Raiffeisen Software,presencial,glassdoor,2019-11-07,,data analyst,Austria,AT,Western Europe
16100,20446.0,Kleider-Bauer,presencial,glassdoor,2019-10-27,,data analyst,Austria,AT,Western Europe
16101,20452.0,Klagenfurt University,presencial,glassdoor,2019-11-06,,data analyst,Austria,AT,Western Europe
16102,21094.0,BAWAG P.S.K.,presencial,glassdoor,2019-11-06,GBP,data analyst,Austria,AT,Western Europe
16103,21176.0,Firstwaters,presencial,glassdoor,2019-10-18,,data analyst,Austria,AT,Western Europe
16104,21255.0,Ventum Consulting,presencial,glassdoor,2019-10-30,,data analyst,Austria,AT,Western Europe
16105,118904.0,Gebrüder Weiss,presencial,glassdoor,2019-11-08,,data analyst,Austria,AT,Western Europe
16106,120950.0,Faktor Zehn,presencial,glassdoor,2019-10-22,,data analyst,Austria,AT,Western Europe
16107,122607.0,Leica Geosystems,presencial,glassdoor,2019-11-07,GBP,data analyst,Austria,AT,Western Europe
16108,52619.0,UNIQA,presencial,glassdoor,2019-11-01,,data analyst,Austria,AT,Western Europe
16109,54164.0,Porsche Holding,presencial,glassdoor,2019-10-27,,data analyst,Austria,AT,Western Europe
16110,54215.0,WIENER NETZE,presencial,glassdoor,2019-10-14,,data analyst,Austria,AT,Western Europe
16111,55949.0,ÖBB,presencial,glassdoor,2019-10-30,,data analyst,Austria,AT,Western Europe
16112,59162.0,Raiffeisen International,presencial,glassdoor,2019-11-01,,data analyst,Austria,AT,Western Europe
16113,111549.0,Hays,presencial,glassdoor,2019-10-25,GBP,data analyst,Austria,AT,Western Europe
16114,111674.0,Aqipa,presencial,glassdoor,2019-11-08,,data analyst,Austria,AT,Western Europe
16115,114384.0,IKOR (Germany),presencial,glassdoor,2019-10-22,,data analyst,Austria,AT,Western Europe
16116,123642.0,Raiffeisen Software,presencial,glassdoor,2019-10-21,,data analyst,Austria,AT,Western Europe
16117,120011.0,HEROLD,presencial,glassdoor,2019-10-21,,data analyst,Austria,AT,Western Europe
16118,125688.0,Tui,presencial,glassdoor,2019-11-04,,data analyst,Austria,AT,Western Europe
16119,125901.0,ACP Holding Österreich,presencial,glassdoor,2019-10-30,,data analyst,Austria,AT,Western Europe
16120,125980.0,IKOR (Germany),presencial,glassdoor,2019-11-06,,data analyst,Austria,AT,Western Europe
16121,126051.0,HILLEBRAND Personalberatung,presencial,glassdoor,2019-10-30,,data analyst,Austria,AT,Western Europe
16122,59339.0,MP Corporate Finance,presencial,glassdoor,2019-10-30,,data analyst,Austria,AT,Western Europe
16123,59550.0,epunkt,presencial,glassdoor,2019-10-22,,data analyst,Austria,AT,Western Europe
16124,137278.0,ÖBB,presencial,glassdoor,2019-10-30,,data analyst,Austria,AT,Western Europe
16125,6978.0,s IT Solutions,presencial,glassdoor,2019-11-07,,data analyst,Austria,AT,Western Europe
16126,12144.0,Hays,presencial,glassdoor,2019-11-08,GBP,data analyst,Austria,AT,Western Europe
16127,17009.0,KPMG,presencial,glassdoor,2019-10-22,GBP,data analyst,Austria,AT,Western Europe
16128,22744.0,Energie Steiermark,presencial,glassdoor,2019-10-28,,data analyst,Austria,AT,Western Europe
16129,126331.0,UniCredit Group,presencial,glassdoor,2019-10-22,GBP,data analyst,Austria,AT,Western Europe
16130,126420.0,ATS,presencial,glassdoor,2019-10-30,,data analyst,Austria,AT,Western Europe
16131,140341.0,Berger Logistik,presencial,glassdoor,2019-11-08,,data analyst,Austria,AT,Western Europe
16132,140353.0,Deloitte,presencial,glassdoor,2019-10-23,GBP,data analyst,Austria,AT,Western Europe
16133,93322.0,ACP Holding Österreich,presencial,glassdoor,2019-11-04,,data analyst,Austria,AT,Western Europe
16134,136370.0,Erste Group,presencial,glassdoor,2019-10-28,GBP,data analyst,Austria,AT,Western Europe
16135,14630.0,BE-terna,presencial,glassdoor,2019-11-01,,data analyst,Austria,AT,Western Europe
16136,30874.0,SOFTCOM CONSULTING,presencial,glassdoor,2019-11-07,,data analyst,Austria,AT,Western Europe
16137,32525.0,Leica Geosystems,presencial,glassdoor,2019-11-07,GBP,data analyst,Austria,AT,Western Europe
16138,32593.0,epunkt,presencial,glassdoor,2019-10-22,,data analyst,Austria,AT,Western Europe
16139,32599.0,Trusted Decisions,presencial,glassdoor,2019-10-17,,data analyst,Austria,AT,Western Europe
16140,25405.0,Boehringer Ingelheim,presencial,glassdoor,2019-10-23,GBP,data analyst,Austria,AT,Western Europe
16141,25505.0,GRASS,presencial,glassdoor,2019-10-14,,data analyst,Austria,AT,Western Europe
16142,29483.0,Oesterreichische Nationalbank,presencial,glassdoor,2019-11-04,,data analyst,Austria,AT,Western Europe
16143,45822.0,Octapharma Plasma,presencial,glassdoor,2019-10-31,,data analyst,Austria,AT,Western Europe
16144,46009.0,HEROLD,presencial,glassdoor,2019-10-21,,data analyst,Austria,AT,Western Europe
16145,93070.0,Aviteus Recruiting,presencial,glassdoor,2019-10-30,,data analyst,Austria,AT,Western Europe
16146,107683.0,epunkt,presencial,glassdoor,2019-10-30,,data analyst,Austria,AT,Western Europe
16147,115048.0,ING,presencial,glassdoor,2019-10-31,GBP,data analyst,Austria,AT,Western Europe
16148,138203.0,ING,presencial,glassdoor,2019-10-18,GBP,data analyst,Austria,AT,Western Europe
16149,69132.0,MIC Customs Solutions,presencial,glassdoor,2019-10-21,,data analyst,Austria,AT,Western Europe
16150,72564.0,SOFTCOM CONSULTING,presencial,glassdoor,2019-11-07,,data analyst,Austria,AT,Western Europe
16151,90832.0,s IT Solutions,presencial,glassdoor,2019-10-17,,data analyst,Austria,AT,Western Europe
16152,91012.0,ATS,presencial,glassdoor,2019-10-30,,data analyst,Austria,AT,Western Europe
16153,91179.0,Sclable Business Solutions,presencial,glassdoor,2019-10-30,,data analyst,Austria,AT,Western Europe
16154,28425.0,Raiffeisen International,presencial,glassdoor,2019-11-01,,data analyst,Austria,AT,Western Europe
16155,48460.0,SpeedInvest,presencial,glassdoor,2019-10-15,,data analyst,Austria,AT,Western Europe
16156,91405.0,epunkt,presencial,glassdoor,2019-11-04,,data analyst,Austria,AT,Western Europe
16157,52437.0,Hydro,presencial,glassdoor,2019-11-01,GBP,data analyst,Austria,AT,Western Europe
16158,81695.0,Unisys,presencial,glassdoor,2019-11-07,GBP,data analyst,Austria,AT,Western Europe
16159,83059.0,Dr. Pendl & Dr. Piswanger Romania,presencial,glassdoor,2019-10-25,,data analyst,Austria,AT,Western Europe
16160,88681.0,Erste Group,presencial,glassdoor,2019-10-22,GBP,data analyst,Austria,AT,Western Europe
16161,63361.0,epunkt,presencial,glassdoor,2019-10-25,,data analyst,Austria,AT,Western Europe
16162,53428.0,Erste Group,presencial,glassdoor,2019-03-20,GBP,data analyst,Austria,AT,Western Europe
16163,53739.0,Erste Group,presencial,glassdoor,2019-10-30,GBP,data analyst,Austria,AT,Western Europe
16164,54542.0,ING,presencial,glassdoor,2019-10-18,GBP,data analyst,Austria,AT,Western Europe
16165,65318.0,Raiffeisen Software,presencial,glassdoor,2019-10-21,,data analyst,Austria,AT,Western Europe
16166,65479.0,epunkt,presencial,glassdoor,2019-10-30,,data analyst,Austria,AT,Western Europe
16167,100899.0,Deloitte,presencial,glassdoor,2019-11-08,GBP,data analyst,Austria,AT,Western Europe
16168,101264.0,SEC Consult Unternehmensberatung,presencial,glassdoor,2019-10-28,,data analyst,Austria,AT,Western Europe
16169,101460.0,UniCredit Group,presencial,glassdoor,2019-10-22,GBP,data analyst,Austria,AT,Western Europe
16170,126657.0,UNITO Versand & Dienstleistungen,presencial,glassdoor,2019-10-30,,data analyst,Austria,AT,Western Europe
16171,146276.0,ING,presencial,glassdoor,2019-10-31,GBP,data analyst,Austria,AT,Western Europe
16172,9297.0,Oesterreichische Nationalbank,presencial,glassdoor,2019-11-04,,data analyst,Austria,AT,Western Europe
16173,19147.0,Raiffeisen Software,presencial,glassdoor,2019-10-21,,data analyst,Austria,AT,Western Europe
16174,38709.0,Hays,presencial,glassdoor,2019-10-25,GBP,data analyst,Austria,AT,Western Europe
16175,38764.0,IKOR (Germany),presencial,glassdoor,2019-11-07,,data analyst,Austria,AT,Western Europe
16176,141215.0,ILF Consulting Engineers,presencial,glassdoor,2019-10-30,,data analyst,Austria,AT,Western Europe
16177,39733.0,BRZ Empreendimentos,presencial,glassdoor,2019-10-25,,data analyst,Austria,AT,Western Europe
16178,40021.0,ConVista Consulting,presencial,glassdoor,2019-10-18,,data analyst,Austria,AT,Western Europe
16179,132155.0,ÖBB,presencial,glassdoor,2019-10-16,,data analyst,Austria,AT,Western Europe
16180,134866.0,ISG Personalmanagement,presencial,glassdoor,2019-10-30,GBP,data analyst,Austria,AT,Western Europe
16181,136794.0,Arthur D. Little,presencial,glassdoor,2019-11-05,GBP,data analyst,Austria,AT,Western Europe
16182,141928.0,Hays,presencial,glassdoor,2019-11-08,GBP,data analyst,Austria,AT,Western Europe
16183,144639.0,Trenkwalder,presencial,glassdoor,2019-10-23,,data analyst,Austria,AT,Western Europe
16184,1176.0,Erste Group,presencial,glassdoor,2019-03-20,GBP,data analyst,Austria,AT,Western Europe
16185,1384.0,Erste Group,presencial,glassdoor,2019-10-24,GBP,data analyst,Austria,AT,Western Europe
16186,6223.0,Erste Group,presencial,glassdoor,2019-10-16,GBP,data analyst,Austria,AT,Western Europe
16187,6418.0,Octapharma Plasma,presencial,glassdoor,2019-10-31,,data analyst,Austria,AT,Western Europe
16188,16119.0,epunkt,presencial,glassdoor,2019-10-30,,data analyst,Austria,AT,Western Europe
16189,37490.0,Raiffeisen Software,presencial,glassdoor,2019-11-07,,data analyst,Austria,AT,Western Europe
16190,37709.0,HILLEBRAND Personalberatung,presencial,glassdoor,2019-10-30,,data analyst,Austria,AT,Western Europe
16191,57492.0,Q-Partners Consulting und Management,presencial,glassdoor,2019-10-29,,data analyst,Austria,AT,Western Europe
16192,57706.0,Klagenfurt University,presencial,glassdoor,2019-11-06,,data analyst,Austria,AT,Western Europe
16193,54761.0,BE-terna,presencial,glassdoor,2019-11-01,,data analyst,Austria,AT,Western Europe
16194,54936.0,Booz Allen Hamilton,presencial,glassdoor,2019-11-04,GBP,data analyst,Austria,AT,Western Europe
16195,83810.0,epunkt,presencial,glassdoor,2019-10-30,,data analyst,Austria,AT,Western Europe
16196,84569.0,Watt Drive Antriebstechnik,presencial,glassdoor,2019-10-21,,data analyst,Austria,AT,Western Europe
16197,84656.0,Iventa,presencial,glassdoor,2019-10-29,,data analyst,Austria,AT,Western Europe
16198,92535.0,KIST,presencial,glassdoor,2019-10-30,,data analyst,Austria,AT,Western Europe
16199,94092.0,DB Schenker,presencial,glassdoor,2019-11-05,GBP,data analyst,Austria,AT,Western Europe
16200,96306.0,KPMG,presencial,glassdoor,2019-10-16,GBP,data analyst,Austria,AT,Western Europe
16201,34433.0,Erste Group,presencial,glassdoor,2019-10-21,GBP,data analyst,Austria,AT,Western Europe
16202,1587.0,OeKB,presencial,glassdoor,2019-10-31,,data analyst,Austria,AT,Western Europe
16203,11654.0,Intersport,presencial,glassdoor,2019-10-24,GBP,data analyst,Austria,AT,Western Europe
16204,63657.0,Sberbank,presencial,glassdoor,2019-10-28,GBP,data analyst,Austria,AT,Western Europe
16205,68055.0,Booz Allen Hamilton,presencial,glassdoor,2019-11-04,GBP,data analyst,Austria,AT,Western Europe
16206,89850.0,Trenkwalder,presencial,glassdoor,2019-10-23,,data analyst,Austria,AT,Western Europe
16207,117324.0,Iventa,presencial,glassdoor,2019-10-29,,data analyst,Austria,AT,Western Europe
16208,28889.0,Aviteus Recruiting,presencial,glassdoor,2019-10-30,,data analyst,Austria,AT,Western Europe
16209,29135.0,SpeedInvest,presencial,glassdoor,2019-10-15,,data analyst,Austria,AT,Western Europe
16210,30255.0,Kleider-Bauer,presencial,glassdoor,2019-10-27,,data analyst,Austria,AT,Western Europe
16211,48096.0,s IT Solutions,presencial,glassdoor,2019-10-29,,data analyst,Austria,AT,Western Europe
16212,51752.0,Rehrl + Partner,presencial,glassdoor,2019-11-08,,data analyst,Austria,AT,Western Europe
16213,51857.0,epunkt,presencial,glassdoor,2019-10-30,,data analyst,Austria,AT,Western Europe
16214,13406.0,Greentube,presencial,glassdoor,2019-11-05,,data engineer,Austria,AT,Western Europe
16215,18511.0,Raiffeisen International,presencial,glassdoor,2019-10-30,,data engineer,Austria,AT,Western Europe
16216,49153.0,Runtastic,presencial,glassdoor,2019-11-05,,data engineer,Austria,AT,Western Europe
16217,75752.0,Fronius International,presencial,glassdoor,2019-10-17,GBP,data engineer,Austria,AT,Western Europe
16218,76030.0,esarom,presencial,glassdoor,2019-10-14,,data engineer,Austria,AT,Western Europe
16219,41423.0,Aviteus Recruiting,presencial,glassdoor,2019-10-30,,data engineer,Austria,AT,Western Europe
16220,140762.0,Erste Group,presencial,glassdoor,2019-10-30,GBP,data engineer,Austria,AT,Western Europe
16221,143042.0,ToolSense,presencial,glassdoor,2019-11-06,,data engineer,Austria,AT,Western Europe
16222,88444.0,Raiffeisen International,presencial,glassdoor,2019-11-01,,data engineer,Austria,AT,Western Europe
16223,3906.0,Fortbildungsakademie der Wirtschaft,presencial,glassdoor,2019-10-30,,data engineer,Austria,AT,Western Europe
16224,122607.0,Leica Geosystems,presencial,glassdoor,2019-11-07,GBP,data engineer,Austria,AT,Western Europe
16225,52453.0,DataForm Software,presencial,glassdoor,2019-11-05,,data engineer,Austria,AT,Western Europe
16226,59162.0,Raiffeisen International,presencial,glassdoor,2019-11-01,,data engineer,Austria,AT,Western Europe
16227,125574.0,Know-Center,presencial,glassdoor,2019-11-04,,data engineer,Austria,AT,Western Europe
16228,133506.0,Aviteus Recruiting,presencial,glassdoor,2019-10-30,,data engineer,Austria,AT,Western Europe
16229,59699.0,Erste Group,presencial,glassdoor,2019-10-30,GBP,data engineer,Austria,AT,Western Europe
16230,60575.0,Aviteus Recruiting,presencial,glassdoor,2019-10-30,,data engineer,Austria,AT,Western Europe
16231,120693.0,Campusjäger,presencial,glassdoor,2019-10-25,,data engineer,Austria,AT,Western Europe
16232,135539.0,XXXLutz,presencial,glassdoor,2019-10-28,GBP,data engineer,Austria,AT,Western Europe
16233,5022.0,3 Banken IT,presencial,glassdoor,2019-10-24,,data engineer,Austria,AT,Western Europe
16234,14952.0,RBI Restaurant Group,presencial,glassdoor,2019-10-23,,data engineer,Austria,AT,Western Europe
16235,32525.0,Leica Geosystems,presencial,glassdoor,2019-11-07,GBP,data engineer,Austria,AT,Western Europe
16236,28745.0,WIENER LINIEN,presencial,glassdoor,2019-10-24,,data engineer,Austria,AT,Western Europe
16237,31952.0,Greentube,presencial,glassdoor,2019-10-23,,data engineer,Austria,AT,Western Europe
16238,28425.0,Raiffeisen International,presencial,glassdoor,2019-11-01,,data engineer,Austria,AT,Western Europe
16239,48267.0,Runtastic,presencial,glassdoor,2019-11-05,,data engineer,Austria,AT,Western Europe
16240,84261.0,Raiffeisen International,presencial,glassdoor,2019-10-30,,data engineer,Austria,AT,Western Europe
16241,60735.0,Campusjäger,presencial,glassdoor,2019-10-25,,data engineer,Austria,AT,Western Europe
16242,70484.0,3 Banken IT,presencial,glassdoor,2019-10-24,,data engineer,Austria,AT,Western Europe
16243,88714.0,Aviteus Recruiting,presencial,glassdoor,2019-10-30,,data engineer,Austria,AT,Western Europe
16244,53448.0,Detecon,presencial,glassdoor,2019-11-05,,data engineer,Austria,AT,Western Europe
16245,126682.0,BAWAG P.S.K.,presencial,glassdoor,2019-10-28,GBP,data engineer,Austria,AT,Western Europe
16246,37308.0,UNIQA,presencial,glassdoor,2019-11-04,,data engineer,Austria,AT,Western Europe
16247,131824.0,Leica Geosystems,presencial,glassdoor,2019-11-08,GBP,data engineer,Austria,AT,Western Europe
16248,144716.0,esarom,presencial,glassdoor,2019-10-14,,data engineer,Austria,AT,Western Europe
16249,65772.0,Fronius International,presencial,glassdoor,2019-10-17,GBP,data engineer,Austria,AT,Western Europe
16250,65839.0,Erste Group,presencial,glassdoor,2019-10-30,GBP,data engineer,Austria,AT,Western Europe
16251,94000.0,Runtastic,presencial,glassdoor,2019-11-05,,data engineer,Austria,AT,Western Europe
16252,44816.0,esarom,presencial,glassdoor,2019-10-14,,data engineer,Austria,AT,Western Europe
16253,52071.0,Know-Center,presencial,glassdoor,2019-11-04,,data engineer,Austria,AT,Western Europe
16254,109608.0,epunkt,presencial,glassdoor,2019-10-30,,data scientist,Austria,AT,Western Europe
